customer_id,name,city,state,country,registration_date,is_active
CUST-000065,Benjamin Davis,Vienna,Vienna,Austria,2020-08-20,true
CUST-000066,Mateo Novak,Dublin,Leinster,Ireland,2024-06-01,true
CUST-000067,Yusuf Taylor,Austin,Texas,United States,2025-12-24,true
CUST-000068,Arthur Williams,Rome,Lazio,Italy,2024-10-18,true
CUST-000069,Maya Moore,Toronto,Ontario,Canada,2024-04-15,true
CUST-000070,Fatima Smith,Vancouver,British Columbia,Canada,2024-05-13,false
CUST-000071,Nora Andersson,London,England,United Kingdom,2024-05-02,true
CUST-000072,Arthur Rossi,Toronto,Ontario,Canada,2025-12-10,true
CUST-000073,Ada Clark,Vancouver,British Columbia,Canada,2025-06-25,true
CUST-000074,Leo Petrov,Amsterdam,North Holland,Netherlands,2021-02-12,true
CUST-000075,Mila Dubois,Brussels,Brussels-Capital,Belgium,2022-02-07,true
CUST-000076,Chloe Lopez,Vienna,Vienna,Austria,2024-01-07,true
CUST-000077,Leila Lopez,Milan,Lombardy,Italy,2022-01-11,true
CUST-000078,Ada Berg,London,England,United Kingdom,2020-04-26,true
CUST-000079,Jonas Santos,Oslo,Oslo,Norway,2023-07-16,true
CUST-000080,Omar Clark,New York,New York,United States,2025-11-20,false
CUST-000081,Yusuf Ali,Milan,Lombardy,Italy,2025-09-29,true
CUST-000082,Noah Williams,Paris,Ile-de-France,France,2024-02-19,true
CUST-000083,Zara Brown,Lyon,Auvergne-Rhone-Alpes,France,2023-10-19,true
CUST-000084,Arthur Rossi,Manchester,England,United Kingdom,2025-08-21,false
CUST-000085,Leila Ahmed,Milan,Lombardy,Italy,2020-12-23,true
CUST-000086,Noah Wilson,Toronto,Ontario,Canada,2026-08-24,true
CUST-000087,Jonas Khan,Lyon,Auvergne-Rhone-Alpes,France,2021-03-07,false
CUST-000088,Grace Novak,Prague,Prague,Czechia,2023-04-25,true
CUST-000089,Lina Silva,Barcelona,Catalonia,Spain,2024-10-19,false
CUST-000090,Daniel Taylor,Austin,Texas,United States,2025-06-23,true
CUST-000091,Isla Martin,Manchester,England,United Kingdom,2025-06-04,true
CUST-000092,Henry Brown,Amsterdam,North Holland,Netherlands,2020-12-04,true
CUST-000093,Sofia Moore,Munich,Bavaria,Germany,2024-10-21,true
CUST-000094,Maya Ibrahim,Berlin,Berlin,Germany,2023-12-06,true
CUST-000095,Samuel Garcia,Manchester,England,United Kingdom,2022-08-01,true
CUST-000096,Omar Johnson,New York,New York,United States,2024-04-04,true
CUST-000097,Ada Ali,Brussels,Brussels-Capital,Belgium,2026-04-02,true
CUST-000098,Nora Ahmed,Vancouver,British Columbia,Canada,2026-03-16,true
CUST-000099,Jonas Schmidt,Warsaw,Masovian,Poland,2025-06-28,false
CUST-000100,Yusuf Wilson,Tampere,Pirkanmaa,Finland,2020-06-20,true
CUST-000101,Lucas Taylor,London,England,United Kingdom,2021-04-12,true
CUST-000102,Yusuf Williams,Copenhagen,Capital Region,Denmark,2023-04-23,true
CUST-000103,Noah Moore,Gothenburg,Vastra Gotaland,Sweden,2020-01-30,true
CUST-000104,Lucas Brown,Prague,Prague,Czechia,2023-06-17,true
CUST-000105,Arthur Dubois,Milan,Lombardy,Italy,2021-10-15,true
CUST-000106,Daniel Lopez,Vancouver,British Columbia,Canada,2022-05-10,true
CUST-000107,Amina Andersson,Barcelona,Catalonia,Spain,2020-01-15,true
CUST-000108,David Novak,Oslo,Oslo,Norway,2020-02-27,false
CUST-000109,Oliver Khan,Amsterdam,North Holland,Netherlands,2025-06-03,true
CUST-000110,Leo Andersson,Lyon,Auvergne-Rhone-Alpes,France,2020-01-14,false
CUST-000111,Elias Smith,Paris,Ile-de-France,France,2023-05-09,false
CUST-000112,Isla Ali,Barcelona,Catalonia,Spain,2026-06-24,true
CUST-000113,Noah Silva,Austin,Texas,United States,2026-03-22,true
CUST-000114,Lina Khan,Prague,Prague,Czechia,2023-01-01,true
CUST-000115,Henry Martin,Milan,Lombardy,Italy,2026-07-03,true
CUST-000116,Nora Ahmed,Manchester,England,United Kingdom,2022-09-16,true
CUST-000117,Leo Novak,Barcelona,Catalonia,Spain,2022-11-26,true
CUST-000118,Benjamin Muller,Rome,Lazio,Italy,2025-12-22,true
CUST-000119,Oliver Lopez,Tokyo,Tokyo,Japan,2020-01-17,true
CUST-000120,Leo Davis,Turku,Southwest Finland,Finland,2020-07-04,true
CUST-000121,Amina Virtanen,Manchester,England,United Kingdom,2026-01-30,true
CUST-000122,Grace Johnson,Prague,Prague,Czechia,2020-04-27,false
CUST-000123,Lucas Lopez,Milan,Lombardy,Italy,2024-07-04,true
CUST-000124,Emma Jensen,Munich,Bavaria,Germany,2021-03-10,true
CUST-000125,Leo Garcia,Berlin,Berlin,Germany,2020-09-24,true
CUST-000126,Mateo Dubois,Dublin,Leinster,Ireland,2020-08-22,true
CUST-000127,David Petrov,Brussels,Brussels-Capital,Belgium,2020-04-10,true
CUST-000128,Mila Brown,London,England,United Kingdom,2020-09-16,true
CUST-000129,Leo Novak,Turku,Southwest Finland,Finland,2022-03-04,true
CUST-000130,Nora Jensen,Prague,Prague,Czechia,2025-03-10,true
CUST-000131,Nora Jensen,Rome,Lazio,Italy,2020-08-15,false
CUST-000132,Mateo Schmidt,Tampere,Pirkanmaa,Finland,2024-09-06,true
CUST-000133,Emma Williams,Warsaw,Masovian,Poland,2024-11-13,true
CUST-000134,Eva Silva,Amsterdam,North Holland,Netherlands,2021-04-03,true
CUST-000135,Lucas Moore,Toronto,Ontario,Canada,2024-10-12,true
CUST-000136,Grace Dubois,Vancouver,British Columbia,Canada,2025-02-24,true
CUST-000137,Zara Johnson,Helsinki,Uusimaa,Finland,2025-10-06,false
CUST-000138,Elias Novak,Copenhagen,Capital Region,Denmark,2021-05-23,true
CUST-000139,Omar Davis,Vancouver,British Columbia,Canada,2023-05-22,true
CUST-000140,Nora Garcia,Toronto,Ontario,Canada,2025-12-25,true
CUST-000141,Nora Ahmed,Brussels,Brussels-Capital,Belgium,2024-12-18,true
CUST-000142,Noah Wilson,Helsinki,Uusimaa,Finland,2024-08-16,true
CUST-000143,Ada Jensen,Brussels,Brussels-Capital,Belgium,2023-07-13,true
CUST-000144,Oliver Rossi,Tokyo,Tokyo,Japan,2025-04-02,true
CUST-000145,Jonas Muller,Sydney,New South Wales,Australia,2021-11-01,true
CUST-000146,Leo Novak,London,England,United Kingdom,2025-06-01,true
CUST-000147,Yusuf Silva,Prague,Prague,Czechia,2022-02-03,true
CUST-000148,Daniel Martin,Rome,Lazio,Italy,2024-09-29,true
CUST-000149,Elias Korhonen,Manchester,England,United Kingdom,2026-04-01,true
CUST-000150,Eva Nielsen,Munich,Bavaria,Germany,2021-04-02,false
CUST-000151,Mateo Khan,Turku,Southwest Finland,Finland,2024-10-06,true
CUST-000152,Leo Nielsen,Manchester,England,United Kingdom,2025-01-01,true
CUST-000153,Omar Johnson,Austin,Texas,United States,2026-03-16,true
CUST-000154,Arthur Brown,Paris,Ile-de-France,France,2024-10-21,false
CUST-000155,Grace Taylor,Gothenburg,Vastra Gotaland,Sweden,2022-09-24,true
CUST-000156,Henry Khan,Lisbon,Lisbon,Portugal,2026-01-19,true
CUST-000157,Ada Garcia,Madrid,Community of Madrid,Spain,2021-09-25,true
CUST-000158,Oliver Clark,Barcelona,Catalonia,Spain,2021-07-10,true
CUST-000159,Maya Dubois,Brussels,Brussels-Capital,Belgium,2021-01-30,true
CUST-000160,Amina Davis,Tampere,Pirkanmaa,Finland,2022-03-09,true
CUST-000161,Amina Dubois,Helsinki,Uusimaa,Finland,2022-11-22,true
CUST-000162,Grace Muller,London,England,United Kingdom,2022-02-06,false
CUST-000163,Mateo Andersson,Lyon,Auvergne-Rhone-Alpes,France,2020-12-13,true
CUST-000164,Fatima Martin,Lisbon,Lisbon,Portugal,2021-01-07,false
CUST-000165,Arthur Schmidt,Tampere,Pirkanmaa,Finland,2024-12-07,true
CUST-000166,Arthur Korhonen,Lyon,Auvergne-Rhone-Alpes,France,2020-07-27,true
CUST-000167,Leo Jensen,Lisbon,Lisbon,Portugal,2026-01-03,true
CUST-000168,Samuel Muller,Lyon,Auvergne-Rhone-Alpes,France,2025-02-01,true
CUST-000169,Benjamin Muller,Gothenburg,Vastra Gotaland,Sweden,2022-01-31,true
CUST-000170,Nora Rossi,Barcelona,Catalonia,Spain,2024-02-05,true
CUST-000171,Grace Silva,Prague,Prague,Czechia,2025-06-21,true
CUST-000172,Samuel Brown,Stockholm,Stockholm County,Sweden,2022-11-26,true
CUST-000173,Daniel Ahmed,Manchester,England,United Kingdom,2022-11-18,true
CUST-000174,Henry Virtanen,Lisbon,Lisbon,Portugal,2021-12-19,true
CUST-000175,Lina Khan,Paris,Ile-de-France,France,2020-11-03,true
CUST-000176,Benjamin Taylor,Turku,Southwest Finland,Finland,2024-07-21,true
CUST-000177,Isla Williams,Stockholm,Stockholm County,Sweden,2025-01-18,true
CUST-000178,Ada Dubois,Barcelona,Catalonia,Spain,2023-03-11,false
CUST-000179,Leila Jensen,Berlin,Berlin,Germany,2025-03-12,true
CUST-000180,Grace Garcia,New York,New York,United States,2025-03-05,true
CUST-000181,Ada Williams,Vienna,Vienna,Austria,2023-01-14,true
CUST-000182,Daniel Williams,Stockholm,Stockholm County,Sweden,2020-02-09,true
CUST-000183,Henry Wilson,Tampere,Pirkanmaa,Finland,2025-06-19,true
CUST-000184,Grace Wilson,Oslo,Oslo,Norway,2021-07-15,true
CUST-000185,Leo Nielsen,New York,New York,United States,2022-11-05,true
CUST-000186,Daniel Lopez,Warsaw,Masovian,Poland,2024-03-13,true
CUST-000187,Eva Novak,Barcelona,Catalonia,Spain,2020-02-22,true
CUST-000188,Isla Korhonen,Stockholm,Stockholm County,Sweden,2021-10-11,false
CUST-000189,Benjamin Virtanen,Dublin,Leinster,Ireland,2020-06-26,true
CUST-000190,Yusuf Berg,New York,New York,United States,2021-05-26,true
CUST-000191,Noah Johnson,Lisbon,Lisbon,Portugal,2026-01-05,false
CUST-000192,Lina Moore,Manchester,England,United Kingdom,2023-05-14,true
CUST-000193,Nora Williams,Lyon,Auvergne-Rhone-Alpes,France,2022-02-21,true
CUST-000194,Isla Davis,Lyon,Auvergne-Rhone-Alpes,France,2023-03-15,true
CUST-000195,Noah Jensen,Manchester,England,United Kingdom,2022-10-16,true
CUST-000196,Noah Smith,Munich,Bavaria,Germany,2022-10-13,true
CUST-000197,Lucas Wilson,Milan,Lombardy,Italy,2025-08-27,true
CUST-000198,Ada Korhonen,Manchester,England,United Kingdom,2024-02-19,true
CUST-000199,David Santos,Prague,Prague,Czechia,2026-06-16,true
CUST-000200,Daniel Moore,Barcelona,Catalonia,Spain,2022-01-16,true
CUST-000201,Mila Wilson,Dublin,Leinster,Ireland,2024-09-29,true
CUST-000202,Samuel Berg,Copenhagen,Capital Region,Denmark,2025-03-06,true
CUST-000203,Mateo Rossi,Copenhagen,Capital Region,Denmark,2023-01-19,true
CUST-000204,Omar Nielsen,Tokyo,Tokyo,Japan,2025-05-26,true
CUST-000205,Noah Muller,Tokyo,Tokyo,Japan,2025-09-02,true
CUST-000206,Ada Smith,Rome,Lazio,Italy,2023-11-04,true
CUST-000207,Elias Khan,Munich,Bavaria,Germany,2023-11-09,true
CUST-000208,Lucas Taylor,Warsaw,Masovian,Poland,2021-05-26,true
CUST-000209,Eva Johnson,Gothenburg,Vastra Gotaland,Sweden,2020-11-18,true
CUST-000210,Emma Nielsen,Paris,Ile-de-France,France,2020-05-03,true
CUST-000211,Jonas Clark,Dublin,Leinster,Ireland,2023-11-01,true
CUST-000212,Ada Ibrahim,Milan,Lombardy,Italy,2020-06-18,true
CUST-000213,Grace Nielsen,Rome,Lazio,Italy,2026-04-05,true
CUST-000214,Samuel Johnson,Berlin,Berlin,Germany,2024-01-07,true
CUST-000215,Fatima Dubois,Dublin,Leinster,Ireland,2020-09-22,true
CUST-000216,Oliver Korhonen,Berlin,Berlin,Germany,2026-03-31,true
CUST-000217,Grace Andersson,Copenhagen,Capital Region,Denmark,2022-12-15,true
CUST-000218,Leila Clark,Madrid,Community of Madrid,Spain,2025-12-25,true
CUST-000219,David Moore,Munich,Bavaria,Germany,2020-03-28,true
CUST-000220,Isla Berg,Toronto,Ontario,Canada,2021-01-09,true
CUST-000221,Fatima Ibrahim,Barcelona,Catalonia,Spain,2020-08-13,true
CUST-000222,Lina Rossi,Amsterdam,North Holland,Netherlands,2025-08-18,false
CUST-000223,Mila Petrov,Rome,Lazio,Italy,2021-02-21,true
CUST-000224,Samuel Ahmed,Tampere,Pirkanmaa,Finland,2020-04-09,true
CUST-000225,Chloe Dubois,Lyon,Auvergne-Rhone-Alpes,France,2026-04-12,true
CUST-000226,Maya Johnson,Copenhagen,Capital Region,Denmark,2020-03-31,false
CUST-000227,Elias Jensen,Sydney,New South Wales,Australia,2022-07-26,true
CUST-000228,Ada Lopez,Lisbon,Lisbon,Portugal,2026-04-12,true
CUST-000229,Eva Santos,New York,New York,United States,2025-06-21,true
CUST-000230,Mateo Khan,Toronto,Ontario,Canada,2022-01-01,true
CUST-000231,Omar Moore,Brussels,Brussels-Capital,Belgium,2023-12-03,true
CUST-000232,Arthur Wilson,Oslo,Oslo,Norway,2026-02-25,true
CUST-000233,Oliver Jensen,Stockholm,Stockholm County,Sweden,2023-08-26,true
CUST-000234,Lina Moore,Lisbon,Lisbon,Portugal,2021-07-12,true
CUST-000235,Fatima Clark,Oslo,Oslo,Norway,2023-01-05,true
CUST-000236,Daniel Silva,Berlin,Berlin,Germany,2020-12-08,true
CUST-000237,Elias Petrov,Oslo,Oslo,Norway,2024-01-29,true
CUST-000238,Elias Lopez,Prague,Prague,Czechia,2025-11-07,true
CUST-000239,Chloe Lopez,Helsinki,Uusimaa,Finland,2026-03-22,true
CUST-000240,Ada Wilson,Lisbon,Lisbon,Portugal,2020-11-05,false
CUST-000241,Sofia Wilson,Berlin,Berlin,Germany,2020-05-01,true
CUST-000242,Chloe Ahmed,Berlin,Berlin,Germany,2026-05-30,true
CUST-000243,David Williams,Lyon,Auvergne-Rhone-Alpes,France,2026-03-05,true
CUST-000244,Lina Davis,London,England,United Kingdom,2023-06-13,true
CUST-000245,Sofia Petrov,Amsterdam,North Holland,Netherlands,2023-02-21,true
CUST-000246,Henry Brown,Lyon,Auvergne-Rhone-Alpes,France,2021-08-15,true
CUST-000247,Mateo Khan,Toronto,Ontario,Canada,2024-04-01,true
CUST-000248,Mateo Dubois,Tampere,Pirkanmaa,Finland,2026-08-01,true
CUST-000249,Arthur Jensen,Sydney,New South Wales,Australia,2022-09-28,false
CUST-000250,Ada Garcia,Austin,Texas,United States,2026-06-25,true
CUST-000251,Amina Garcia,Tokyo,Tokyo,Japan,2023-04-10,true
CUST-000252,Lina Brown,Vancouver,British Columbia,Canada,2022-10-14,false
CUST-000253,Elias Schmidt,Oslo,Oslo,Norway,2023-05-11,false
CUST-000254,Elias Ahmed,Milan,Lombardy,Italy,2023-05-29,true
CUST-000255,Eva Santos,London,England,United Kingdom,2024-05-18,true
CUST-000256,Benjamin Berg,Lisbon,Lisbon,Portugal,2023-08-27,true
CUST-000257,Arthur Ibrahim,Prague,Prague,Czechia,2020-11-22,true
CUST-000258,Jonas Taylor,Prague,Prague,Czechia,2023-11-18,true
CUST-000259,Mateo Virtanen,Berlin,Berlin,Germany,2023-06-28,false
CUST-000260,Isla Novak,Prague,Prague,Czechia,2024-02-29,true
CUST-000261,Arthur Martin,Munich,Bavaria,Germany,2023-10-05,true
CUST-000262,Henry Wilson,Manchester,England,United Kingdom,2024-10-09,false
CUST-000263,Noah Berg,New York,New York,United States,2024-08-23,false
CUST-000264,Oliver Korhonen,Vancouver,British Columbia,Canada,2025-07-19,false
CUST-000265,Yusuf Muller,Munich,Bavaria,Germany,2024-08-26,true
CUST-000266,Ada Petrov,Amsterdam,North Holland,Netherlands,2025-08-05,true
CUST-000267,Amina Novak,Turku,Southwest Finland,Finland,2022-04-29,true
CUST-000268,Jonas Dubois,Amsterdam,North Holland,Netherlands,2023-05-16,true
CUST-000269,Noah Smith,Toronto,Ontario,Canada,2026-06-24,true
CUST-000270,Leo Ibrahim,Copenhagen,Capital Region,Denmark,2020-10-14,true
CUST-000271,Zara Virtanen,Lisbon,Lisbon,Portugal,2020-01-06,false
CUST-000272,Eva Moore,Austin,Texas,United States,2022-08-18,true
CUST-000273,Maya Lopez,Stockholm,Stockholm County,Sweden,2020-04-23,true
CUST-000274,Omar Clark,Toronto,Ontario,Canada,2023-02-05,true
CUST-000275,Lucas Schmidt,Turku,Southwest Finland,Finland,2020-06-14,true
CUST-000276,Nora Schmidt,Turku,Southwest Finland,Finland,2023-04-14,true
CUST-000277,Amina Novak,Madrid,Community of Madrid,Spain,2021-11-15,true
CUST-000278,Emma Davis,London,England,United Kingdom,2022-02-12,true
CUST-000279,Omar Ahmed,Copenhagen,Capital Region,Denmark,2024-10-20,true
CUST-000280,Arthur Muller,Amsterdam,North Holland,Netherlands,2021-05-12,true
CUST-000281,Isla Garcia,Vancouver,British Columbia,Canada,2021-01-10,true
CUST-000282,Isla Silva,New York,New York,United States,2024-03-17,true
CUST-000283,Grace Martin,Rome,Lazio,Italy,2026-04-10,true
CUST-000284,David Rossi,Sydney,New South Wales,Australia,2025-09-24,true
CUST-000285,Arthur Korhonen,Toronto,Ontario,Canada,2020-11-10,true
CUST-000286,Henry Silva,Manchester,England,United Kingdom,2021-02-18,true
CUST-000287,Emma Andersson,Helsinki,Uusimaa,Finland,2025-05-08,true
CUST-000288,Benjamin Johnson,New York,New York,United States,2025-07-26,true
CUST-000289,Elias Berg,Amsterdam,North Holland,Netherlands,2024-03-27,true
CUST-000290,Mateo Ahmed,Vienna,Vienna,Austria,2023-07-27,true
CUST-000291,Lina Berg,Brussels,Brussels-Capital,Belgium,2022-03-09,false
CUST-000292,Amina Virtanen,Warsaw,Masovian,Poland,2025-06-17,true
CUST-000293,Omar Johnson,Helsinki,Uusimaa,Finland,2020-11-03,true
CUST-000294,Emma Novak,Sydney,New South Wales,Australia,2023-07-17,true
CUST-000295,Omar Taylor,Stockholm,Stockholm County,Sweden,2023-04-16,true
CUST-000296,Leo Jensen,Warsaw,Masovian,Poland,2026-05-27,true
CUST-000297,Samuel Rossi,Prague,Prague,Czechia,2022-11-14,true
CUST-000298,Henry Korhonen,Milan,Lombardy,Italy,2025-04-19,true
CUST-000299,Emma Nielsen,Austin,Texas,United States,2021-05-28,true
CUST-000300,Lucas Clark,Berlin,Berlin,Germany,2026-03-19,true
CUST-000301,Elias Davis,Oslo,Oslo,Norway,2025-06-30,true
CUST-000302,Benjamin Nielsen,Sydney,New South Wales,Australia,2025-04-30,true
CUST-000303,Chloe Novak,Gothenburg,Vastra Gotaland,Sweden,2022-06-19,true
CUST-000304,Elias Moore,Copenhagen,Capital Region,Denmark,2021-02-26,true
CUST-000305,Leila Moore,Vancouver,British Columbia,Canada,2023-09-05,true
CUST-000306,Nora Petrov,Vancouver,British Columbia,Canada,2024-04-28,true
CUST-000307,Elias Dubois,Rome,Lazio,Italy,2021-09-16,true
CUST-000308,Nora Johnson,New York,New York,United States,2025-07-06,true
CUST-000309,Daniel Davis,Munich,Bavaria,Germany,2024-11-30,true
CUST-000310,Chloe Novak,Austin,Texas,United States,2021-11-11,true
CUST-000311,Mateo Silva,Lyon,Auvergne-Rhone-Alpes,France,2026-04-14,false
CUST-000312,Lucas Khan,Berlin,Berlin,Germany,2020-10-12,true
CUST-000313,Yusuf Jensen,Toronto,Ontario,Canada,2025-11-28,false
CUST-000314,Jonas Williams,Toronto,Ontario,Canada,2026-07-19,false
CUST-000315,Yusuf Petrov,Manchester,England,United Kingdom,2023-01-10,true
CUST-000316,Leila Santos,Manchester,England,United Kingdom,2021-07-21,true
CUST-000317,Yusuf Nielsen,Turku,Southwest Finland,Finland,2022-11-29,true
CUST-000318,Mateo Brown,Vienna,Vienna,Austria,2022-05-25,true
CUST-000319,Emma Nielsen,Helsinki,Uusimaa,Finland,2025-06-23,false
CUST-000320,Henry Ibrahim,Oslo,Oslo,Norway,2026-02-12,true
CUST-000321,Noah Taylor,Dublin,Leinster,Ireland,2020-06-09,true
CUST-000322,David Santos,Paris,Ile-de-France,France,2020-12-23,true
CUST-000323,Oliver Martin,Helsinki,Uusimaa,Finland,2022-01-26,true
CUST-000324,Maya Brown,Turku,Southwest Finland,Finland,2022-03-15,true
CUST-000325,Henry Taylor,Toronto,Ontario,Canada,2024-08-23,true
CUST-000326,Sofia Andersson,Austin,Texas,United States,2023-04-12,true
CUST-000327,Zara Taylor,Munich,Bavaria,Germany,2022-12-22,true
CUST-000328,Elias Ibrahim,Vancouver,British Columbia,Canada,2026-03-25,true
CUST-000329,Benjamin Taylor,Vancouver,British Columbia,Canada,2022-09-12,false
CUST-000330,Benjamin Moore,Dublin,Leinster,Ireland,2024-02-10,true
CUST-000331,Eva Ahmed,Turku,Southwest Finland,Finland,2024-02-11,true
CUST-000332,Lina Rossi,Manchester,England,United Kingdom,2022-08-31,true
CUST-000333,Omar Santos,London,England,United Kingdom,2024-09-14,true
CUST-000334,Daniel Novak,Lisbon,Lisbon,Portugal,2026-08-20,true
CUST-000335,Noah Novak,Munich,Bavaria,Germany,2022-07-10,true
CUST-000336,Daniel Williams,Dublin,Leinster,Ireland,2025-07-21,true
CUST-000337,Eva Korhonen,Gothenburg,Vastra Gotaland,Sweden,2025-11-20,true
CUST-000338,Amina Petrov,Oslo,Oslo,Norway,2022-11-05,true
CUST-000339,Leo Clark,London,England,United Kingdom,2025-01-26,true
CUST-000340,Chloe Jensen,Vancouver,British Columbia,Canada,2025-05-03,true
CUST-000341,Grace Khan,Helsinki,Uusimaa,Finland,2022-04-23,false
CUST-000342,Lucas Moore,Barcelona,Catalonia,Spain,2024-06-03,true
CUST-000343,Yusuf Silva,Paris,Ile-de-France,France,2021-01-04,true
CUST-000344,David Ali,Stockholm,Stockholm County,Sweden,2026-05-16,true
CUST-000345,Eva Wilson,Lisbon,Lisbon,Portugal,2021-05-23,true
CUST-000346,Chloe Khan,Berlin,Berlin,Germany,2023-01-14,true
CUST-000347,Oliver Petrov,Brussels,Brussels-Capital,Belgium,2024-02-14,true
CUST-000348,Mila Schmidt,Dublin,Leinster,Ireland,2021-08-28,false
CUST-000349,Maya Jensen,London,England,United Kingdom,2023-07-17,true
CUST-000350,Elias Moore,Turku,Southwest Finland,Finland,2021-04-15,true
CUST-000351,Mila Schmidt,Toronto,Ontario,Canada,2024-08-10,true
CUST-000352,Ada Moore,Barcelona,Catalonia,Spain,2020-01-30,true
CUST-000353,Yusuf Wilson,Austin,Texas,United States,2026-04-17,true
